price,bed,full_bath,half_bath,property_area,years_old,distance_downtown,lot_size,basement,garage,walk_score,bike_score,transit_score,house,condo,townhouse
429900,2.0,2.0,0.0,1582.0,62.0,14.19,1582.0,0.0,0.0,21,65,37,0,1,0
284900,2.0,2.0,0.0,936.0,0.0,20.8,936.0,0.0,0.0,8,55,35,0,1,0
239900,2.0,2.0,0.0,849.0,18.0,20.8,849.0,0.0,0.0,8,55,35,0,1,0
250000,2.0,2.0,0.0,896.0,13.0,20.78,896.0,0.0,0.0,8,55,35,0,1,0
239900,2.0,2.0,0.0,842.0,9.0,20.89,842.0,0.0,0.0,8,55,35,0,1,0
234900,2.0,2.0,0.0,842.0,33.0,20.89,842.0,0.0,0.0,8,55,35,0,1,0
264900,2.0,2.0,0.0,842.0,14.0,20.89,842.0,0.0,0.0,8,55,35,0,1,0
499900,3.0,2.0,0.0,827.0,32.0,3.03,6008.0,1.0,1.0,75,99,58,1,0,0
399900,3.0,2.0,0.0,710.0,60.0,3.26,4176.0,1.0,1.0,45,83,44,1,0,0
210000,1.0,1.0,0.0,718.0,40.0,7.66,718.0,0.0,0.0,71,71,63,0,1,0
269900,2.0,2.0,0.0,968.0,65.0,7.68,968.0,0.0,0.0,71,71,63,0,1,0
399900,2.0,2.0,0.0,939.0,3.0,5.05,939.0,0.0,0.0,34,74,52,0,1,0
425000,2.0,2.0,0.0,952.0,12.0,5.09,952.0,0.0,1.0,34,74,52,0,1,0
489000,3.0,2.0,1.0,1181.0,41.0,5.09,1181.0,0.0,0.0,34,74,52,0,0,1
480000,2.0,2.0,1.0,1873.0,23.0,16.19,3800.0,1.0,1.0,15,68,38,1,0,0
520000,3.0,2.0,0.0,1577.0,5.0,6.35,5554.0,1.0,1.0,25,59,40,1,0,0
899900,7.0,2.0,0.0,1254.0,15.0,2.98,8116.0,1.0,1.0,31,70,43,1,0,0
210000,2.0,2.0,0.0,834.0,4.0,15.58,834.0,0.0,0.0,27,41,54,0,1,0
249900,2.0,2.0,0.0,833.0,18.0,15.52,833.0,0.0,1.0,27,41,54,0,1,0
244988,3.0,1.0,1.0,1175.0,64.0,13.86,3240.0,1.0,0.0,30,43,48,0,0,1
184900,1.0,1.0,0.0,765.0,16.0,13.73,765.0,0.0,0.0,30,43,48,0,1,0
589900,4.0,3.0,1.0,1740.0,13.0,8.66,4639.0,1.0,1.0,6,55,39,1,0,0
139900,1.0,1.0,0.0,585.0,10.0,15.55,585.0,0.0,0.0,58,74,37,0,1,0
149000,1.0,1.0,0.0,699.0,63.0,15.56,699.0,0.0,0.0,66,74,34,0,1,0
175000,1.0,1.0,0.0,587.0,0.0,15.35,587.0,0.0,1.0,49,72,36,0,1,0
259000,2.0,2.0,0.0,970.0,24.0,15.24,970.0,0.0,0.0,49,72,36,0,1,0
299000,2.0,2.0,0.0,1156.0,20.0,11.08,1156.0,0.0,1.0,57,72,42,0,1,0
299900,2.0,2.0,0.0,1056.0,23.0,11.13,1056.0,0.0,1.0,57,72,42,0,1,0
550000,4.0,2.0,0.0,1219.0,15.0,3.66,5996.0,1.0,1.0,72,86,54,1,0,0
565000,2.0,2.0,0.0,1516.0,40.0,6.4,4994.0,1.0,1.0,47,60,56,1,0,0
239900,2.0,1.0,0.0,803.0,6.0,4.66,803.0,0.0,0.0,62,71,52,0,0,1
264000,2.0,1.0,0.0,802.0,18.0,4.66,802.0,0.0,0.0,62,71,52,0,0,1
620000,4.0,3.0,1.0,2269.0,44.0,19.98,5909.0,1.0,1.0,1,35,23,1,0,0
379900,3.0,2.0,1.0,1424.0,46.0,15.59,2809.0,1.0,0.0,0,26,15,1,0,0
459900,3.0,3.0,1.0,1676.0,53.0,17.97,4532.0,1.0,1.0,21,46,31,1,0,0
289900,2.0,2.0,1.0,1046.0,6.0,20.12,1138.0,0.0,1.0,10,35,28,0,0,1
335000,3.0,2.0,1.0,1267.0,2.0,20.08,1969.0,0.0,1.0,10,35,28,0,0,1
274900,2.0,2.0,1.0,1263.0,4.0,20.12,1216.0,0.0,1.0,10,35,28,0,0,1
565000,5.0,3.0,1.0,2433.0,42.0,16.73,6157.0,1.0,1.0,3,50,38,1,0,0
719900,3.0,2.0,1.0,2521.0,1.0,19.22,5070.0,1.0,1.0,8,64,30,1,0,0
309900,3.0,2.0,0.0,1083.0,12.0,11.34,2562.0,1.0,0.0,42,66,59,1,0,0
325000,3.0,2.0,1.0,1025.0,18.0,15.07,384.0,1.0,0.0,12,55,38,1,0,0
274900,2.0,1.0,1.0,1077.0,13.0,15.69,1077.0,0.0,1.0,48,76,45,0,0,1
335000,2.0,2.0,1.0,1308.0,44.0,3.17,1308.0,0.0,1.0,79,85,54,0,0,1
759000,5.0,3.0,1.0,2468.0,9.0,10.7,5296.0,1.0,1.0,25,53,34,1,0,0
299999,3.0,2.0,1.0,1114.0,4.0,11.82,1798.0,1.0,0.0,18,47,43,0,0,1
539900,3.0,2.0,1.0,2336.0,32.0,15.0,3800.0,1.0,1.0,0,30,0,1,0,0
579900,3.0,3.0,1.0,1283.0,0.0,2.92,1283.0,0.0,1.0,0,0,0,0,0,1
549900,3.0,3.0,1.0,1226.0,9.0,2.87,1226.0,0.0,1.0,0,0,0,0,0,1
589800,4.0,2.0,1.0,1560.0,49.0,12.11,5899.0,1.0,1.0,40,76,54,1,0,0
193500,2.0,2.0,0.0,811.0,43.0,13.85,811.0,0.0,1.0,48,67,53,0,1,0
318800,1.0,1.0,0.0,513.0,29.0,0.73,513.0,0.0,0.0,95,97,75,0,1,0
354900,1.0,1.0,0.0,562.0,24.0,0.73,562.0,0.0,0.0,95,97,75,0,1,0
199900,2.0,1.0,0.0,670.0,34.0,5.54,670.0,0.0,1.0,60,65,58,0,1,0
235000,1.0,1.0,0.0,736.0,11.0,10.29,736.0,0.0,0.0,10,56,11,0,1,0
349900,3.0,2.0,0.0,860.0,14.0,14.5,3423.0,1.0,1.0,26,66,44,1,0,0
764900,4.0,2.0,1.0,1815.0,61.0,12.8,5564.0,1.0,1.0,38,73,36,1,0,0
264900,2.0,2.0,0.0,1169.0,41.0,8.86,1169.0,0.0,0.0,15,49,40,0,1,0
458000,3.0,3.0,0.0,952.0,18.0,3.08,3003.0,1.0,1.0,76,99,60,1,0,0
354900,2.0,2.0,1.0,1283.0,6.0,12.91,1283.0,0.0,0.0,35,68,53,0,1,0
165000,1.0,1.0,0.0,510.0,13.0,20.6,510.0,0.0,0.0,12,45,40,0,1,0
199900,3.0,1.0,0.0,859.0,62.0,6.18,859.0,0.0,0.0,58,74,49,0,0,1
149900,3.0,1.0,0.0,863.0,20.0,6.2,863.0,0.0,0.0,58,74,49,0,0,1
435000,5.0,2.0,1.0,1185.0,43.0,9.97,4792.0,1.0,1.0,28,62,43,1,0,0
819900,4.0,3.0,1.0,2915.0,28.0,13.71,5683.0,1.0,1.0,27,60,48,1,0,0
575000,3.0,2.0,1.0,1523.0,33.0,8.38,7771.0,1.0,1.0,42,76,43,1,0,0
599000,3.0,2.0,2.0,2476.0,17.0,8.27,5382.0,1.0,1.0,41,56,39,1,0,0
540000,3.0,3.0,1.0,2056.0,3.0,21.31,4812.0,1.0,1.0,12,45,40,1,0,0
625000,3.0,3.0,0.0,1300.0,8.0,14.88,4370.0,1.0,1.0,0,33,0,1,0,0
299999,7.0,2.0,0.0,1071.0,45.0,6.65,6297.0,1.0,0.0,61,66,55,1,0,0
359500,2.0,2.0,1.0,1255.0,20.0,15.72,2454.0,1.0,1.0,16,65,36,0,0,1
424500,4.0,3.0,1.0,1634.0,1.0,16.25,5328.0,1.0,1.0,45,79,48,1,0,0
599900,3.0,2.0,1.0,1402.0,15.0,16.81,6932.0,1.0,1.0,9,30,29,1,0,0
830000,5.0,3.0,1.0,2455.0,1.0,7.3,6717.0,1.0,1.0,39,75,36,1,0,0
375000,3.0,2.0,1.0,1098.0,14.0,5.85,4133.0,1.0,1.0,21,74,41,1,0,0
474800,4.0,3.0,1.0,1879.0,15.0,20.4,2756.0,0.0,0.0,8,55,35,1,0,0
359900,3.0,2.0,0.0,883.0,6.0,5.04,3014.0,1.0,0.0,42,81,55,1,0,0
439000,3.0,2.0,1.0,1656.0,42.0,10.23,8848.0,1.0,1.0,24,64,47,1,0,0
559000,5.0,3.0,1.0,2110.0,0.0,13.96,5608.0,1.0,1.0,5,52,52,1,0,0
624900,6.0,5.0,0.0,2726.0,26.0,13.46,3972.0,1.0,1.0,16,69,55,1,0,0
599900,5.0,2.0,1.0,2028.0,110.0,13.14,6878.0,1.0,1.0,46,67,35,1,0,0
209900,3.0,1.0,1.0,1073.0,34.0,10.58,1073.0,0.0,1.0,43,60,42,0,0,1
189900,2.0,1.0,1.0,920.0,21.0,10.53,920.0,0.0,0.0,43,60,42,0,0,1
179900,2.0,1.0,1.0,935.0,47.0,10.53,935.0,0.0,1.0,43,60,42,0,0,1
599000,4.0,3.0,0.0,1473.0,12.0,12.58,5274.0,1.0,1.0,7,13,39,1,0,0
799000,5.0,3.0,1.0,2112.0,12.0,13.46,6437.0,1.0,1.0,28,61,34,1,0,0
750000,3.0,3.0,1.0,2330.0,19.0,15.64,7987.0,1.0,1.0,25,47,51,1,0,0
199990,3.0,2.0,0.0,857.0,55.0,14.23,829.0,0.0,0.0,25,56,62,0,0,1
279900,3.0,1.0,1.0,1203.0,4.0,12.09,1603.0,0.0,1.0,37,74,35,0,0,1
499900,3.0,2.0,1.0,2287.0,44.0,12.99,4424.0,1.0,1.0,55,64,37,1,0,0
649900,2.0,2.0,1.0,1560.0,2.0,6.35,1560.0,0.0,1.0,35,70,35,0,0,1
609900,3.0,2.0,1.0,2234.0,70.0,9.18,5134.0,1.0,1.0,50,79,36,1,0,0
365990,3.0,2.0,1.0,1359.0,4.0,18.77,1646.0,0.0,1.0,12,45,40,0,0,1
625000,3.0,2.0,1.0,1736.0,77.0,5.12,3056.0,1.0,1.0,61,85,56,1,0,0
629900,4.0,3.0,1.0,1686.0,49.0,5.13,3046.0,1.0,1.0,61,85,56,1,0,0
775000,4.0,2.0,0.0,896.0,61.0,3.19,5995.0,1.0,1.0,71,98,59,1,0,0
699900,6.0,4.0,0.0,1470.0,4.0,6.85,5295.0,1.0,1.0,57,73,60,1,0,0
449000,3.0,2.0,0.0,1455.0,25.0,6.88,5295.0,1.0,1.0,57,73,60,1,0,0
479990,3.0,2.0,1.0,2043.0,61.0,18.7,3052.0,1.0,1.0,12,45,40,1,0,0
599990,4.0,2.0,1.0,2711.0,3.0,18.68,3488.0,1.0,1.0,12,45,40,1,0,0
289990,3.0,2.0,0.0,1068.0,53.0,11.98,1604.0,1.0,0.0,55,77,56,0,0,1
435000,2.0,2.0,0.0,1128.0,13.0,2.3,2891.0,1.0,0.0,82,99,58,1,0,0
450000,2.0,1.0,0.0,704.0,36.0,2.24,5328.0,1.0,1.0,68,98,57,1,0,0
564900,4.0,2.0,0.0,1752.0,105.0,7.92,5759.0,1.0,1.0,51,83,53,1,0,0
299000,3.0,3.0,1.0,1402.0,10.0,10.9,1402.0,1.0,1.0,16,51,36,0,0,1
924900,4.0,3.0,1.0,1939.0,13.0,3.64,2997.0,1.0,1.0,19,64,37,1,0,0
186600,1.0,1.0,0.0,537.0,58.0,16.17,537.0,0.0,0.0,0,27,18,0,1,0
239999,2.0,2.0,0.0,893.0,0.0,15.27,893.0,0.0,0.0,42,75,43,0,1,0
697000,4.0,3.0,1.0,1790.0,8.0,2.99,3003.0,1.0,1.0,77,96,62,1,0,0
879000,3.0,2.0,1.0,1582.0,1.0,3.16,2820.0,0.0,1.0,57,89,54,0,0,1
599900,4.0,3.0,1.0,1604.0,29.0,4.99,3089.0,1.0,1.0,65,85,55,1,0,0
374888,2.0,2.0,1.0,1491.0,55.0,14.96,3035.0,1.0,1.0,23,65,32,1,0,0
349000,2.0,1.0,0.0,900.0,13.0,13.66,3079.0,1.0,0.0,44,45,40,1,0,0
759900,4.0,3.0,1.0,1614.0,41.0,2.34,2992.0,1.0,1.0,76,99,58,1,0,0
789999,4.0,3.0,1.0,1918.0,14.0,5.41,3056.0,1.0,1.0,48,80,56,1,0,0
570000,3.0,2.0,0.0,1347.0,65.0,2.34,2691.0,1.0,1.0,76,99,57,1,0,0
399900,3.0,2.0,1.0,1483.0,3.0,16.28,3466.0,1.0,1.0,0,25,23,1,0,0
259500,2.0,2.0,1.0,1274.0,56.0,17.16,1274.0,0.0,1.0,33,67,43,0,0,1
489900,3.0,2.0,1.0,2003.0,56.0,20.55,4596.0,1.0,1.0,6,47,24,1,0,0
759900,2.0,2.0,1.0,1529.0,8.0,11.58,5393.0,1.0,1.0,33,66,46,1,0,0
465000,4.0,3.0,1.0,1878.0,14.0,15.95,4026.0,1.0,1.0,44,78,48,1,0,0
342000,4.0,2.0,0.0,837.0,74.0,9.75,2669.0,1.0,0.0,21,52,39,1,0,0
277013,2.0,2.0,1.0,990.0,7.0,14.96,980.0,0.0,0.0,0,30,0,0,0,1
409900,4.0,2.0,0.0,1247.0,50.0,5.5,4004.0,1.0,1.0,36,78,44,1,0,0
550000,5.0,3.0,1.0,1813.0,24.0,8.77,4198.0,1.0,1.0,30,72,38,1,0,0
483000,4.0,2.0,1.0,1877.0,18.0,6.88,1877.0,0.0,1.0,45,71,39,0,0,1
374000,4.0,2.0,1.0,1333.0,13.0,10.16,169.0,1.0,1.0,59,76,60,1,0,0
329990,3.0,4.0,1.0,1274.0,47.0,13.53,1276.0,0.0,1.0,0,26,18,0,0,1
454777,3.0,2.0,1.0,1808.0,13.0,13.81,2751.0,1.0,1.0,0,26,18,1,0,0
545000,5.0,3.0,1.0,2172.0,43.0,10.1,6318.0,1.0,1.0,34,64,35,1,0,0
577777,3.0,3.0,0.0,1297.0,108.0,8.44,5274.0,1.0,1.0,48,56,55,1,0,0
439000,3.0,2.0,1.0,1662.0,12.0,11.99,5350.0,1.0,1.0,68,71,47,1,0,0
375000,3.0,2.0,0.0,847.0,19.0,8.36,3498.0,1.0,1.0,41,71,46,1,0,0
440000,3.0,2.0,1.0,1270.0,0.0,10.29,1270.0,0.0,1.0,25,50,44,0,0,1
569000,3.0,3.0,0.0,1256.0,31.0,9.58,1256.0,1.0,1.0,57,59,34,1,0,0
349999,5.0,2.0,0.0,986.0,43.0,7.49,557.0,1.0,1.0,76,81,50,1,0,0
299900,1.0,3.0,0.0,902.0,30.0,5.41,3003.0,1.0,0.0,48,82,57,1,0,0
290000,1.0,1.0,0.0,664.0,1.0,0.96,664.0,0.0,1.0,90,96,75,0,1,0
389900,2.0,2.0,0.0,1010.0,14.0,0.96,1010.0,0.0,1.0,90,96,75,0,1,0
300000,1.0,1.0,0.0,660.0,6.0,0.68,660.0,0.0,0.0,93,95,80,0,1,0
439900,2.0,2.0,0.0,947.0,8.0,0.69,947.0,0.0,1.0,93,95,80,0,1,0
399900,2.0,2.0,0.0,952.0,39.0,0.68,952.0,0.0,0.0,93,95,80,0,1,0
550000,2.0,2.0,1.0,1236.0,20.0,1.94,1236.0,0.0,1.0,77,81,51,0,0,1
169900,1.0,1.0,0.0,581.0,31.0,1.87,581.0,0.0,0.0,77,81,51,0,1,0
388000,2.0,2.0,0.0,754.0,25.0,0.66,754.0,0.0,0.0,93,95,78,0,1,0
225000,1.0,1.0,0.0,453.0,18.0,0.64,453.0,0.0,0.0,93,95,78,0,1,0
255000,2.0,1.0,0.0,850.0,41.0,0.81,850.0,1.0,0.0,93,96,76,0,1,0
325000,2.0,2.0,0.0,878.0,0.0,0.82,878.0,0.0,0.0,94,94,78,0,1,0
335000,2.0,1.0,1.0,814.0,2.0,0.81,814.0,0.0,1.0,94,94,78,0,1,0
525000,2.0,1.0,1.0,1063.0,20.0,3.3,4758.0,1.0,1.0,54,82,53,1,0,0
349900,4.0,2.0,0.0,897.0,1.0,6.73,6304.0,1.0,1.0,76,94,59,1,0,0
262400,1.0,1.0,1.0,703.0,7.0,1.57,703.0,0.0,1.0,79,98,59,0,1,0
239900,1.0,1.0,0.0,680.0,43.0,1.53,680.0,0.0,1.0,79,98,59,0,1,0
979900,4.0,3.0,1.0,2321.0,29.0,16.18,4413.0,1.0,1.0,21,61,33,1,0,0
374900,3.0,2.0,1.0,1351.0,39.0,7.75,1351.0,0.0,1.0,36,76,59,0,0,1
525000,4.0,2.0,0.0,1231.0,8.0,1.48,3251.0,1.0,1.0,87,99,65,1,0,0
330000,2.0,2.0,0.0,1028.0,25.0,6.45,3252.0,1.0,0.0,66,63,54,1,0,0
685000,4.0,3.0,1.0,1810.0,6.0,3.17,3003.0,1.0,1.0,71,99,61,1,0,0
998000,4.0,3.0,1.0,2408.0,65.0,7.94,8137.0,1.0,1.0,49,73,41,1,0,0
360000,3.0,2.0,1.0,1253.0,16.0,17.58,1253.0,0.0,1.0,22,67,38,0,0,1
415000,4.0,2.0,2.0,1711.0,40.0,17.76,3778.0,1.0,1.0,4,54,34,1,0,0
370000,3.0,2.0,1.0,1218.0,43.0,10.65,5920.0,1.0,1.0,25,60,40,1,0,0
675000,4.0,3.0,1.0,2094.0,21.0,10.81,451.0,1.0,1.0,25,50,46,1,0,0
259900,2.0,2.0,1.0,1053.0,14.0,15.42,753.0,0.0,1.0,55,78,43,0,0,1
468800,4.0,3.0,0.0,2155.0,17.0,9.0,4273.0,1.0,1.0,41,74,48,1,0,0
747000,4.0,3.0,1.0,2312.0,106.0,9.89,4219.0,1.0,1.0,25,54,46,1,0,0
409900,4.0,3.0,1.0,1496.0,68.0,10.94,3681.0,1.0,1.0,33,65,40,1,0,0
269900,2.0,1.0,1.0,902.0,57.0,8.76,902.0,1.0,0.0,53,91,65,0,0,1
379900,3.0,2.0,1.0,1342.0,49.0,12.89,4789.0,1.0,1.0,27,69,38,1,0,0
629000,3.0,2.0,1.0,1162.0,41.0,21.47,4413.0,1.0,1.0,8,55,35,1,0,0
655000,3.0,2.0,1.0,1390.0,40.0,21.48,4413.0,1.0,1.0,8,55,35,1,0,0
640710,2.0,2.0,1.0,1146.0,17.0,21.43,4413.0,1.0,1.0,8,55,35,1,0,0
799000,5.0,3.0,0.0,1838.0,4.0,12.22,6436.0,1.0,1.0,24,52,40,1,0,0
359900,4.0,2.0,0.0,1197.0,12.0,10.93,3993.0,1.0,1.0,24,60,41,1,0,0
250000,3.0,2.0,1.0,1061.0,52.0,7.9,364.0,1.0,1.0,49,72,60,1,0,0
625000,4.0,4.0,1.0,2535.0,47.0,13.74,3714.0,1.0,1.0,33,67,59,1,0,0
749000,5.0,3.0,0.0,2663.0,47.0,13.72,4693.0,1.0,1.0,33,67,59,1,0,0
289900,3.0,2.0,1.0,1089.0,23.0,15.43,1543.0,0.0,1.0,19,45,40,0,0,1
258800,1.0,1.0,0.0,670.0,51.0,1.19,670.0,0.0,1.0,87,94,76,0,1,0
369900,2.0,2.0,0.0,1069.0,41.0,1.2,1069.0,0.0,0.0,87,94,76,0,1,0
299900,2.0,2.0,0.0,825.0,5.0,1.19,825.0,0.0,0.0,87,94,76,0,1,0
299900,2.0,2.0,0.0,825.0,7.0,1.19,825.0,0.0,0.0,87,94,76,0,1,0
329900,2.0,1.0,0.0,800.0,6.0,0.64,800.0,0.0,0.0,95,96,74,0,1,0
329900,2.0,1.0,1.0,852.0,72.0,0.64,852.0,0.0,0.0,95,96,74,0,1,0
719900,2.0,2.0,2.0,1526.0,0.0,1.75,4792.0,0.0,1.0,86,88,63,0,0,1
178900,2.0,1.0,0.0,438.0,3.0,10.09,438.0,1.0,0.0,69,85,56,0,0,1
314900,2.0,2.0,0.0,841.0,50.0,4.35,841.0,0.0,1.0,14,51,52,0,1,0
269900,2.0,2.0,0.0,822.0,41.0,4.35,822.0,0.0,0.0,14,51,52,0,1,0
299900,2.0,2.0,0.0,876.0,42.0,1.42,876.0,0.0,0.0,44,74,58,0,1,0
320000,2.0,2.0,0.0,767.0,-1.0,1.42,767.0,0.0,1.0,44,74,58,0,1,0
665000,5.0,2.0,1.0,1166.0,0.0,3.64,7244.0,1.0,1.0,65,96,55,1,0,0
749500,3.0,3.0,0.0,1538.0,40.0,13.0,5409.0,1.0,1.0,9,43,40,1,0,0
749900,4.0,3.0,1.0,1774.0,13.0,3.26,2998.0,1.0,1.0,79,99,61,1,0,0
399900,2.0,1.0,1.0,1317.0,45.0,1.83,1317.0,0.0,1.0,86,88,63,0,0,1
655000,5.0,3.0,1.0,1865.0,2.0,5.16,3132.0,1.0,1.0,63,84,57,1,0,0
313000,2.0,2.0,1.0,1137.0,38.0,15.22,1083.0,0.0,1.0,12,44,33,0,0,1
874900,4.0,3.0,1.0,1944.0,13.0,3.62,2997.0,1.0,1.0,65,96,59,1,0,0
444900,4.0,3.0,1.0,1439.0,59.0,15.9,3552.0,1.0,1.0,12,49,31,1,0,0
353000,5.0,2.0,1.0,1196.0,12.0,9.55,4994.0,1.0,0.0,44,75,51,1,0,0
468000,4.0,3.0,1.0,1405.0,6.0,10.2,4209.0,1.0,1.0,28,67,34,1,0,0
625000,5.0,3.0,1.0,2563.0,8.0,19.62,5587.0,1.0,1.0,35,58,38,1,0,0
417000,5.0,2.0,0.0,1065.0,43.0,11.51,3261.0,1.0,0.0,28,58,61,1,0,0
559900,4.0,3.0,0.0,1335.0,73.0,11.01,4359.0,1.0,1.0,16,56,37,1,0,0
574900,5.0,3.0,1.0,2330.0,54.0,13.02,4359.0,1.0,1.0,33,58,50,1,0,0
275000,2.0,1.0,2.0,1248.0,7.0,11.46,1248.0,0.0,1.0,30,72,35,0,0,1
249900,3.0,2.0,1.0,994.0,16.0,11.35,2443.0,1.0,0.0,40,68,44,1,0,0
425000,4.0,3.0,0.0,1682.0,-1.0,11.23,4639.0,1.0,1.0,21,60,38,1,0,0
649900,5.0,3.0,1.0,2356.0,11.0,11.63,4822.0,1.0,1.0,10,51,35,1,0,0
298800,3.0,2.0,1.0,1146.0,18.0,13.76,69.0,0.0,1.0,20,47,40,0,0,1
289900,5.0,2.0,0.0,952.0,62.0,10.69,2960.0,1.0,0.0,42,73,44,1,0,0
549000,3.0,2.0,1.0,1968.0,14.0,18.87,4629.0,1.0,1.0,45,37,22,1,0,0
290000,2.0,2.0,0.0,905.0,30.0,10.87,905.0,0.0,1.0,37,78,55,0,1,0
369900,1.0,1.0,0.0,810.0,40.0,1.51,810.0,0.0,0.0,82,90,78,0,1,0
349000,1.0,1.0,0.0,810.0,5.0,1.5,810.0,0.0,0.0,82,90,78,0,1,0
369420,1.0,1.0,1.0,793.0,26.0,1.51,793.0,0.0,0.0,82,90,78,0,1,0
464900,2.0,2.0,0.0,898.0,9.0,1.63,898.0,0.0,0.0,69,93,77,0,1,0
565000,2.0,2.0,0.0,924.0,12.0,0.54,924.0,0.0,0.0,92,94,80,0,1,0
659000,2.0,2.0,1.0,1160.0,2.0,0.54,1160.0,0.0,1.0,92,94,80,0,1,0
314900,1.0,1.0,0.0,507.0,19.0,0.54,507.0,0.0,0.0,92,94,80,0,1,0
609900,4.0,3.0,1.0,1989.0,23.0,10.7,3714.0,1.0,1.0,25,50,40,1,0,0
714800,4.0,3.0,1.0,2242.0,9.0,10.33,6738.0,1.0,1.0,5,55,24,1,0,0
625000,2.0,2.0,1.0,1297.0,19.0,10.48,3240.0,0.0,1.0,5,55,24,0,0,1
899900,4.0,3.0,1.0,2128.0,52.0,4.42,3468.0,1.0,1.0,33,81,40,1,0,0
754900,4.0,3.0,1.0,1858.0,4.0,3.63,3110.0,1.0,1.0,59,93,59,1,0,0
260000,1.0,1.0,0.0,542.0,39.0,0.91,542.0,0.0,0.0,86,99,72,0,1,0
675000,3.0,2.0,1.0,1822.0,2.0,1.93,2669.0,1.0,1.0,70,96,62,1,0,0
674900,5.0,2.0,0.0,983.0,20.0,4.25,5543.0,1.0,1.0,67,91,58,1,0,0
379900,3.0,1.0,1.0,1145.0,0.0,11.96,2788.0,1.0,1.0,51,57,36,1,0,0
574900,3.0,3.0,1.0,1928.0,28.0,2.2,1928.0,0.0,1.0,56,84,54,0,0,1
749000,4.0,3.0,1.0,1660.0,2.0,4.38,3477.0,1.0,1.0,33,81,43,1,0,0
549900,4.0,2.0,0.0,926.0,43.0,3.39,5996.0,1.0,1.0,79,99,62,1,0,0
305000,3.0,2.0,0.0,1171.0,9.0,2.4,1171.0,0.0,0.0,65,94,63,0,1,0
894000,5.0,4.0,1.0,3003.0,19.0,14.77,4402.0,1.0,1.0,0,33,0,1,0,0
399000,3.0,3.0,1.0,1138.0,14.0,2.25,1138.0,0.0,0.0,56,84,54,0,0,1
389000,3.0,3.0,1.0,1841.0,15.0,6.8,1841.0,0.0,1.0,61,93,51,0,0,1
529900,4.0,3.0,1.0,2221.0,0.0,12.12,6243.0,1.0,1.0,62,85,57,1,0,0
439900,3.0,2.0,1.0,1950.0,6.0,12.27,4026.0,1.0,1.0,15,60,41,1,0,0
429900,2.0,2.0,1.0,1232.0,39.0,9.66,3358.0,1.0,1.0,10,52,24,1,0,0
430000,2.0,2.0,1.0,1131.0,56.0,14.1,3283.0,1.0,1.0,10,43,28,1,0,0
329900,2.0,2.0,1.0,1202.0,13.0,20.61,1884.0,0.0,0.0,6,41,0,0,0,1
619900,4.0,3.0,1.0,2569.0,25.0,12.55,3757.0,1.0,1.0,33,67,59,1,0,0
650000,2.0,2.0,0.0,1560.0,50.0,0.81,1560.0,0.0,1.0,94,96,73,0,1,0
349900,2.0,2.0,0.0,897.0,42.0,0.79,897.0,0.0,0.0,94,96,73,0,1,0
668000,4.0,3.0,1.0,1782.0,32.0,3.43,2992.0,1.0,1.0,76,97,62,1,0,0
439900,3.0,2.0,0.0,1081.0,8.0,9.0,5597.0,1.0,0.0,39,54,58,1,0,0
450000,3.0,2.0,1.0,1995.0,6.0,12.63,4381.0,1.0,1.0,8,42,29,1,0,0
724900,5.0,3.0,1.0,1848.0,26.0,2.05,3121.0,1.0,1.0,60,91,62,1,0,0
109900,3.0,2.0,0.0,1249.0,21.0,13.64,1249.0,0.0,0.0,21,52,50,0,0,0
89888,2.0,1.0,1.0,1335.0,28.0,13.26,1335.0,0.0,0.0,21,52,50,0,0,0
574990,4.0,2.0,1.0,2310.0,20.0,20.0,4520.0,1.0,1.0,8,55,34,1,0,0
439900,2.0,2.0,0.0,1350.0,15.0,19.97,1350.0,0.0,1.0,8,55,35,0,0,1
425000,2.0,2.0,0.0,1343.0,30.0,20.06,1343.0,0.0,1.0,8,55,35,0,0,1
279900,3.0,2.0,1.0,1148.0,20.0,14.24,0.0,0.0,1.0,12,52,25,0,0,1
279800,3.0,2.0,0.0,772.0,7.0,7.4,4184.0,1.0,1.0,62,65,62,1,0,0
259900,2.0,2.0,1.0,1069.0,2.0,15.48,743.0,0.0,1.0,52,76,43,0,0,1
749900,3.0,3.0,0.0,1823.0,48.0,6.18,5994.0,1.0,1.0,35,79,34,1,0,0
499900,4.0,3.0,0.0,1960.0,21.0,12.17,5124.0,1.0,1.0,9,51,41,1,0,0
384900,3.0,2.0,0.0,1328.0,16.0,12.22,4004.0,1.0,1.0,56,69,45,1,0,0
369900,4.0,2.0,0.0,1044.0,25.0,11.99,4510.0,1.0,0.0,55,78,57,1,0,0
349900,3.0,2.0,0.0,1095.0,61.0,10.96,4198.0,1.0,1.0,47,70,44,1,0,0
949900,4.0,3.0,2.0,2404.0,14.0,2.7,3122.0,1.0,1.0,51,74,48,1,0,0
749500,3.0,2.0,0.0,1119.0,40.0,2.75,6243.0,1.0,1.0,51,74,48,1,0,0
332000,1.0,1.0,0.0,628.0,2.0,0.67,628.0,0.0,1.0,94,94,81,0,1,0
899500,2.0,2.0,1.0,1291.0,1.0,0.67,1291.0,0.0,1.0,94,94,81,0,1,0
274900,1.0,1.0,0.0,521.0,21.0,1.37,521.0,0.0,0.0,82,90,78,0,1,0
