price,postal_code,address,mls,bed,full_bath,half_bath,property_area,property_type
649900,T3A 5P3,170 HAMPSTEAD CIR NW,A1044348,5.0,3.0,1.0,2356.0,house
409900,T2E 0C4,208 - 116 7A ST NE,A1042913,2.0,1.0,1.0,1037.0,townhouse
339900,T3G 5W7,49 Royal Birch Mount NW,A1044383,3.0,3.0,1.0,1238.0,townhouse
370900,T3J 3X1,83 TARINGTON RD NE,A1044168,4.0,3.0,1.0,1344.0,house
789900,T2L 1C7,2747 CHALICE RD NW,A1043648,4.0,3.0,,1375.0,house
940000,T3E 6A6,3408 LAKESIDE CRES SW,A1044054,4.0,3.0,,1326.0,house
625000,T4C 0G7,6 MONTERRA LINK,A1044314,2.0,2.0,,1709.0,house
440000,T3A 4B9,220 EDGEPARK BLVD NW,A1044251,3.0,2.0,,1653.0,house
474900,T3M 2X6,23 CRANBROOK TERR SE,A1044167,3.0,2.0,1.0,1646.0,house
239900,T3M 2L7,1303 - 522 CRANFORD DR SE,A1042220,2.0,2.0,,849.0,condo
329900,T2X 0Y6,18 Legacy Boulevard SE,A1044245,2.0,2.0,1.0,1202.0,townhouse
298800,T3R 0G8,170 KINCORA Heath NW,A1044200,3.0,2.0,1.0,1146.0,townhouse
409900,T3M 2H6,273 AUBURN MEADOWS PL SE,A1044352,3.0,2.0,1.0,1524.0,house
509900,T2X 1M6,340 MIDVALLEY DR SE,A1044295,4.0,3.0,1.0,2312.0,house
549900,X0X 0X0,1303 18 Avenue NW,A1044186,3.0,3.0,1.0,1226.0,townhouse
338888,T2A 2G1,1032 PENSDALE CRES SE,A1043775,4.0,2.0,,1024.0,house
1199900,T3H 2A5,57 WESTPOINT WAY SW,A1043736,4.0,3.0,1.0,2614.0,house
498888,T2X 2X3,41 SUNDOWN CLOSE SE,A1044189,3.0,2.0,1.0,2081.0,house
284900,T2R 1S6,2205 - 1053 10 ST SW,A1044198,2.0,1.0,,729.0,condo
579900,X0X 0X0,1301 18 Avenue NW,A1044094,3.0,3.0,1.0,1283.0,townhouse
305000,T1Y 6Y2,3758 CATALINA BLVD NE,A1043938,3.0,1.0,1.0,1231.0,house
349900,T2L 0Y2,215 - 3111 34 AVE NW,A1041568,2.0,2.0,,906.0,condo
898000,T2N 3S8,2830 PARKDALE BLVD NW,A1043071,4.0,4.0,1.0,2250.0,house
294800,T2A 0B2,5609 8 AVE SE,A1044118,4.0,1.0,,720.0,house
850000,T2P 5G8,"701, 738 1 Avenue SW",A1043856,2.0,2.0,,939.0,condo
399750,T3G 5J3,223 ARBOUR MEADOWS CLOSE NW,A1044166,3.0,2.0,1.0,1518.0,house
399800,T2E 3L2,4415 3 ST NE,A1043998,4.0,1.0,1.0,1482.0,house
199999,T3N 0L4,4105 - 155 SKYVIEW RANCH WAY NE,A1044155,2.0,2.0,,832.0,condo
525000,T3C 0M9,1520 11 AVE SW,A1044096,4.0,2.0,,1231.0,house
899900,T2Z 3G7,37 MT ALBERTA VIEW SE,A1043599,3.0,3.0,1.0,2648.0,house
748500,T3E 5N1,6432 LAURENTIAN WAY SW,A1044130,4.0,1.0,2.0,1289.0,house
998000,T3H 5C7,162 69 ST SW,A1044156,4.0,3.0,1.0,2408.0,house
525000,T3G 5K1,114 ROYAL BIRCH RISE NW,A1044129,4.0,3.0,1.0,1853.0,house
359900,T2X 0T3,509 WALDEN DR SE,A1043308,4.0,3.0,1.0,1236.0,house
414900,T2Y 5E9,88 EVERGLEN RD SW,A1043626,4.0,3.0,1.0,1346.0,house
629888,T3M 0N6,193 CRANLEIGH PL SE,A1043750,3.0,3.0,1.0,1954.0,house
404900,T1Y 3W4,368 TEMPLEVIEW DR NE,A1043378,5.0,2.0,1.0,1167.0,house
519900,T2E 0H4,2 - 336 3 AVE NE,A1043126,3.0,3.0,1.0,1240.0,townhouse
619000,T3B 3G6,135 SILVER SPRINGS DR NW,A1043753,5.0,3.0,1.0,1733.0,house
209000,T3A 3Y2,2011 Edenwold Heights NW,A1043923,2.0,2.0,,869.0,condo
988000,T3H 0C2,8128 9 AVE SW,A1043899,4.0,3.0,1.0,2940.0,house
219950,T2T 0K8,103 - 1215 CAMERON AVE SW,A1043941,1.0,2.0,1.0,1167.0,townhouse
514900,T3J 5N3,260 SADDLECREST WAY NE,A1043371,4.0,3.0,1.0,2382.0,house
379900,T2W 3K5,284 WOODSIDE CIR SW,A1043943,4.0,2.0,1.0,1145.0,house
269900,T3C 0W6,404 - 1625 14 AVE SW,A1042520,2.0,1.0,,1220.0,condo
350000,T2G 4L9,1143 MAGGIE ST SE,A1043829,2.0,1.0,,840.0,house
489900,T2X 4H3,543 BELMONT HEATH SE,A1043986,4.0,3.0,1.0,1801.0,house
849900,T3E 2Z3,2221 36 ST SW,A1043156,4.0,3.0,1.0,2384.0,house
305000,T3B 1R8,8812 34 AVE NW,A1043774,3.0,1.0,1.0,1064.0,house
549000,T2E 3S8,726 4 ST NE,A1043205,3.0,2.0,,1236.0,house
299900,T3K5,95 Country Hills Cove NW,A1043816,3.0,2.0,1.0,1238.0,townhouse
524900,T2K 3W1,5611 TRAVIS CRES NE,A1043968,4.0,2.0,,1029.0,house
479900,T2Z 0C6,81 BRIGHTONSTONE GROVE SE,A1043227,2.0,2.0,1.0,1303.0,house
325000,T3H 3H2,246 Christie Park Mews SW,A1043358,2.0,1.0,1.0,1229.0,townhouse
479000,T2H 1T1,440 ABERDEEN RD SE,A1043393,3.0,1.0,1.0,1000.0,house
359900,T1Y 6V1,16 LAGUNA CLOSE NE,A1043716,4.0,2.0,,1197.0,house
725000,T2Y 4M9,54 EVERGLADE WAY SW,A1043303,5.0,3.0,1.0,2582.0,house
419000,T2J 5Y2,352 DEERVIEW DR SE,A1043730,5.0,3.0,,1692.0,house
779000,T3E 3K6,2720 41 ST SW,A1043647,4.0,3.0,,1554.0,house
629926,T3G 1L4,27 RANCH ESTATES RD NW,A1042504,5.0,2.0,1.0,1825.0,house
1849900,T2N 1E1,3620 8 AVE NW,A1043386,3.0,3.0,1.0,3404.0,house
189000,T3R 0W5,216 - 8 SAGE HILL TERR NW,A1042206,1.0,1.0,1.0,654.0,condo
239900,T2W 3W4,1111 Millrise Point SW,A1043747,3.0,2.0,,1376.0,condo
290000,T2R 0P4,1503 - 1118 12 AVE SW,A1043044,1.0,1.0,,664.0,condo
495000,T2C 5M9,416 Quarry Park Boulevard SE,A1043609,3.0,3.0,1.0,1414.0,townhouse
289900,T3R 0J6,16 SAGE HILL Common NW,A1043610,3.0,2.0,1.0,1089.0,townhouse
199900,T2N 0J3,205 - 709 3 AVE NW,A1042895,1.0,1.0,,639.0,condo
273500,T3K 5X4,431 Country Village Cape NE,A1043447,3.0,2.0,1.0,1079.0,townhouse
269900,T2G 0S3,504 - 315 3 ST SE,A1043409,1.0,1.0,,689.0,condo
340000,T3R 0R2,1604 - 881 SAGE VALLEY BLVD NW,A1032743,3.0,2.0,2.0,1140.0,townhouse
224900,T3E 2A2,103 - 1915 26 ST SW,A1043696,1.0,1.0,,754.0,condo
519900,T2W 0M7,608 SEATTLE DR SW,A1041577,2.0,2.0,,1030.0,house
569900,T3P 0A7,150 EVANSPARK CIR NW,A1043613,5.0,3.0,1.0,2226.0,house
339900,T3G 1Y1,12 - 1012 RANCHLANDS BLVD NW,A1042632,3.0,2.0,,1334.0,townhouse
179000,T3J 0N4,209 - 7110 80 AVE NE,A1043655,2.0,1.0,,692.0,condo
720000,T3H 5V2,79 WENTWORTH CRES SW,A1043632,5.0,3.0,1.0,2310.0,house
274900,T3J 1S6,48 CASTLEGLEN RD NE,A1040888,3.0,1.0,1.0,1076.0,house
439000,T2S 2Z2,1 - 24 34 AVE SW,A1043468,3.0,2.0,1.0,1126.0,townhouse
344900,T2R 0V6,"203, 215 13 Avenue SW",A1043096,2.0,2.0,,863.0,condo
439000,T3K 2E9,136 BERNARD WAY NW,A1042459,3.0,2.0,1.0,1656.0,house
749500,T2Z 3B2,170 DOUGLAS WOODS HILL SE,A1042948,3.0,3.0,,1538.0,house
799900,T2W 4E9,72 WOODBROOK CLOSE SW,A1043429,5.0,3.0,1.0,2471.0,house
1199000,T3H 6A2,232 DISCOVERY DR SW,A1043422,4.0,3.0,,1649.0,house
389000,T2T 3E7,202 - 1731 9A ST SW,A1041904,2.0,2.0,,1078.0,condo
399649,T2C 0V8,7227 21A ST SE,A1043376,5.0,2.0,,1212.0,house
209900,T2E 0B5,108 - 647 1 AVE NE,A1043373,2.0,1.0,,904.0,condo
387000,T3C 0N8,105 - 1920 11 AVE SW,A1043403,2.0,2.0,,852.0,condo
1695000,T2G 0M7,1212 8 AVE SE,A1043405,4.0,3.0,1.0,2716.0,house
384900,T3G 1L1,6720 RANCHVIEW DR NW,A1043361,5.0,2.0,1.0,1740.0,house
249900,T2X 0X5,304 - 15233 1 ST SE,A1042609,2.0,2.0,,694.0,condo
1625000,T2T 0L5,910 ROYAL AVE SW,A1042951,3.0,3.0,1.0,2662.0,house
1129900,T3M 1W5,65 CRANBROOK HTS SE,A1042880,3.0,2.0,1.0,1994.0,house
514999,T3A 0Z3,3847 VARSITY DR NW,A1043374,6.0,2.0,,1096.0,house
217900,T3H 2L4,203 VILLAGE Terrace SW,A1043404,2.0,2.0,,854.0,condo
769900,T2E 5L3,1106 RUSSET RD NE,A1043147,4.0,3.0,1.0,1474.0,house
1325000,T2N 3J2,2228 BROADVIEW RD NW,A1043134,5.0,3.0,1.0,2675.0,house
289900,T2E 9C7,433 - 910 CENTRE AVE NE,A1043213,1.0,1.0,,684.0,condo
379900,T3K 4E9,16 COVERDALE PL NE,A1043119,3.0,2.0,1.0,1342.0,house
592500,T3E 3A1,2804 36 ST SW,A1041943,3.0,2.0,1.0,1761.0,house
279900,T3R 0V2,1206 - 402 KINCORA GLEN RD NW,A1042802,2.0,2.0,,821.0,condo
1149900,T3B 3C2,616 VARSITY ESTATES PL NW,A1043265,5.0,3.0,1.0,2525.0,house
359900,T3K 2C2,37 MACEWAN GLEN CLOSE NW,A1042714,3.0,1.0,1.0,1158.0,house
385000,T3E 2K1,2233A 29 Street SW,A1043219,4.0,2.0,1.0,1235.0,townhouse
154900,T2B 3V2,4104 - 73 ERIN WOODS CRT SE,A1042999,1.0,1.0,,561.0,condo
510000,T3H 4P2,7951 WENTWORTH DR SW,A1043089,3.0,3.0,1.0,1498.0,house
459900,T2S 3H6,112 - 317 22 AVE SW,A1043245,2.0,2.0,,797.0,condo
389900,T2K 2H9,4740 NIPAWIN CRES NW,A1043144,4.0,1.0,1.0,1112.0,house
428800,T2L 0G2,1424 NORTHMOUNT DR NW,A1043204,5.0,2.0,,1093.0,house
385000,T3K 4J2,25 HARVEST GLEN WAY NE,A1043234,3.0,2.0,,1313.0,house
659000,T2X 2J1,208 WALGROVE HEATH SE,A1042656,5.0,3.0,1.0,2378.0,house
214900,T2R 1S6,413 - 1053 10 ST SW,A1043235,1.0,1.0,,651.0,condo
699900,T3C 2Z1,405 - 8 HEMLOCK CRES SW,A1043229,3.0,2.0,1.0,2360.0,condo
324900,T2P 0V2,"1508, 888 4  Avenue SW",A1043193,1.0,1.0,,570.0,condo
594900,T3E 2E7,"A, 2002 27 Street SW",A1043206,3.0,3.0,1.0,1158.0,townhouse
559900,T2E 1X8,114 25 AVE NE,A1042686,4.0,3.0,1.0,1595.0,house
515000,T2G 4L8,1111 MAGGIE ST SE,A1042709,4.0,2.0,,848.0,house
875000,T2T 1R9,2434 30 AVE SW,A1043129,4.0,3.0,1.0,1870.0,house
339900,T2X 0Y9,310 Legacy Village Way SE,A1042250,3.0,2.0,1.0,1344.0,townhouse
479900,T3K 2B6,191 BERNARD DR NW,A1042996,4.0,3.0,,1364.0,house
170000,T3H 1B8,613 - 6400 COACH HILL RD SW,A1043074,2.0,1.0,,831.0,condo
179900,T3J 0M1,322 - 355 TARALAKE WAY NE,A1040553,2.0,2.0,,762.0,condo
529900,T3J 3K7,203 CORAL KEYS DR NE,A1043117,6.0,3.0,1.0,2196.0,house
185000,T2W 3N6,309 - 2200 WOODVIEW DR SW,A1043130,2.0,1.0,,1052.0,townhouse
380000,T3N 1L5,199 CORNERBROOK GATE NE,A1019360,5.0,3.0,,1002.0,house
450000,T2S 3E4,51 38A Avenue SW,A1043066,2.0,2.0,1.0,1272.0,townhouse
209900,T2J 6N2,14736 Deer Ridge Drive SE,A1042747,3.0,1.0,1.0,1052.0,townhouse
728800,T2M 1T3,805 23 AVE NW,A1036716,3.0,3.0,1.0,2000.0,house
319000,T2P 4X2,8601 - 400 EAU CLAIRE AVE SW,A1043103,1.0,1.0,,710.0,condo
398800,T1Y 2T4,444 RUNDLEVILLE PL NE,A1042698,4.0,3.0,,1194.0,house
1550000,T2G 0Y5,3601 - 433 11 AVE SE,A1042893,2.0,2.0,1.0,2158.0,condo
204888,T3J 0N5,119 - 7130 80 AVE NE,A1043063,2.0,2.0,,981.0,condo
484888,T1Y 6X7,288 DEL RAY RD NE,A1043032,4.0,3.0,1.0,1849.0,house
239900,T3H 1C8,125 - 7172 COACH HILL RD SW,A1043057,3.0,1.0,1.0,1114.0,townhouse
349500,T3H 2N5,43 - 140 STRATHAVEN CIR SW,A1041075,3.0,2.0,,1023.0,house
694900,T2S 3C6,601 - 228 26 AVE SW,A1043050,2.0,2.0,,1254.0,condo
274500,T3N 1B6,154 Skyview Ranch Road NE,A1043005,2.0,2.0,1.0,1275.0,townhouse
608000,T3A 1K1,212 DALGETTY BAY NW,A1025245,4.0,4.0,,1804.0,house
234900,T3N 0P5,3215 - 302 SKYVIEW RANCH DR NE,A1041987,2.0,2.0,,879.0,condo
865000,T2M 4T5,1822 6 ST NW,A1041796,,,,3903.0,house
279900,T2N 5B2,314 - 1087 2 AVE NW,A1033515,1.0,1.0,,496.0,condo
284400,T3J 0Y2,"905, 10060 46 Street NE",A1042444,3.0,2.0,1.0,1119.0,townhouse
384900,T3J 4S7,107 TARAVISTA DR NE,A1041603,5.0,2.0,1.0,1098.0,house
176999,T3A 2E3,201 - 3719 B 49 ST NW,A1042869,2.0,2.0,,1112.0,condo
659900,T3K 0A4,73 PANAMOUNT VILLAS NW,A1043015,4.0,4.0,1.0,2562.0,house
798000,T3E 4S1,3217 KINSALE RD SW,A1042546,5.0,3.0,1.0,1937.0,house
640000,T3C 1Z8,935 43 ST SW,A1043008,3.0,3.0,1.0,1741.0,house
339900,T2R 1B4,906 - 1010 6 ST SW,A1041895,2.0,2.0,,693.0,condo
240000,T1Y 6S5,7 RUNDLELAWN GREEN NE,A1042574,2.0,1.0,,998.0,house
213900,T2V 2W3,1103 - 8880 HORTON RD SW,A1043033,1.0,1.0,,702.0,condo
524900,T3H 5C7,3 STRADDOCK VILLAS SW,A1042125,3.0,3.0,,1334.0,house
525000,T2N 0L9,307 - 3320 3 AVE NW,A1042983,2.0,2.0,,1107.0,condo
575000,T2J 4L7,14511 PARKLAND BLVD SE,A1037346,4.0,3.0,,1281.0,house
459900,T2N 0L9,106 - 3320 3 AVE NW,A1042942,2.0,2.0,,972.0,condo
575000,T2N 0L9,210 - 3320 3 AVE NW,A1042879,2.0,2.0,,1112.0,condo
457500,T2K 2Y4,5415 BUCKTHORN RD NW,A1042980,4.0,2.0,,1030.0,house
649900,T3M 1C9,52 CRANLEIGH CRT SE,A1042529,5.0,3.0,1.0,2426.0,house
759900,T3C 1X6,1426 41 ST SW,A1042625,4.0,3.0,1.0,2053.0,house
360000,T2C 4J8,35 RIVERCREST WAY SE,A1042507,4.0,2.0,,1050.0,house
275000,T3B 4J5,17 - 7900 SILVER SPRINGS RD NW,A1041229,2.0,1.0,2.0,1248.0,townhouse
309900,T2Z 4K5,75 ELGIN HEATH SE,A1042370,3.0,2.0,1.0,1057.0,house
209900,T3N 0L1,1305 - 155 SKYVIEW RANCH WAY NE,A1042821,2.0,2.0,,908.0,condo
1675000,T2S 0Z1,1215 RIVERDALE AVE SW,A1042360,5.0,3.0,1.0,2840.0,house
569000,T3M 0S6,85 CRANARCH CRT SE,A1042572,4.0,3.0,1.0,2182.0,house
225000,T3E 6M7,22 - 4940 39 AVE SW,A1042074,2.0,1.0,,830.0,townhouse
205000,T2R 1S5,601 - 1110 11 ST SW,A1042876,1.0,1.0,,524.0,condo
399900,T2G 1E1,1702 - 211 13 AVE SE,A1042829,2.0,2.0,,893.0,condo
234500,T3C 2Y8,104 - 324 CEDAR CRES SW,A1041985,2.0,1.0,,789.0,condo
549900,T3A 1J6,4407 DALGETTY HILL NW,A1042411,4.0,2.0,1.0,1801.0,house
519900,T2C 3Z9,219 RIVERVIEW PK SE,A1042474,3.0,2.0,1.0,1964.0,house
324900,T2N 0R5,326 - 823 5 AVE NW,A1041938,1.0,1.0,,596.0,condo
389900,T2E 7C2,258 MAUNSELL CLOSE NE,A1042323,4.0,2.0,,754.0,house
389900,T3K 0J4,310 COVECREEK CLOSE NE,A1042824,3.0,2.0,1.0,1370.0,house
363500,T2W 6G7,82 Candle Terrace SW,A1042723,3.0,2.0,1.0,1609.0,townhouse
649900,T2S 3H3,103 41 Avenue SW,A1042483,3.0,2.0,1.0,1430.0,townhouse
455000,T2W 2J5,319 CEDARPARK DR SW,A1041504,5.0,3.0,,1368.0,house
509900,T2T 2R7,59 22 Avenue SW,A1042815,2.0,2.0,1.0,1592.0,condo
1175000,T2S 1V5,3602 3 ST SW,A1039239,5.0,3.0,1.0,1887.0,house
269900,T3G 0C6,119 - 70 ROYAL OAK PLAZA NW,A1042409,2.0,2.0,,960.0,condo
875000,T3K 0W8,210 PANATELLA GROVE NW,A1031588,6.0,3.0,1.0,2868.0,house
1648800,T3H 5Z7,7 ASPEN MEADOWS MANOR SW,A1042652,6.0,5.0,1.0,3950.0,house
1089000,T3E 2K5,2612 29 ST SW,A1039997,4.0,3.0,1.0,2634.0,house
289000,T3M 0N9,119 - 52 CRANFIELD LINK SE,A1042354,2.0,2.0,,1125.0,condo
229900,T2Z 3V2,411 - 78 PRESTWICK GDNS SE,A1042112,2.0,1.0,,942.0,condo
1190000,T2E 4G7,214 8 ST NE,A1042271,4.0,3.0,1.0,2804.0,house
749900,T3E 2A5,2208 26 ST SW,A1042515,4.0,3.0,1.0,1756.0,house
474900,T3G 5C4,11343 ROCKYVALLEY DR NW,A1042396,3.0,2.0,1.0,2017.0,house
259900,T2Y 3W1,112 Millview Green SW,A1042471,3.0,1.0,1.0,1080.0,townhouse
512500,T3E 2B5,3036 26 ST SW,A1042576,4.0,1.0,1.0,1009.0,house
509900,T2K 3C3,5927 THORNTON RD NW,A1040847,4.0,2.0,,1027.0,house
608000,T2E 0N1,343 7 AVE NE,A1040012,3.0,2.0,,1006.0,house
525000,T2K 5K9,6220 THORNABY WAY NW,A1042000,4.0,3.0,,1279.0,house
299900,T2R 0L7,408 - 1111 13 AVE SW,A1042463,1.0,1.0,,975.0,condo
1249000,T2V 0K6,12 - 68 BAYCREST PL SW,A1041468,2.0,2.0,2.0,2699.0,house
349900,T2A 2B3,4607 FORMAN CRES SE,A1042481,5.0,2.0,,951.0,house
899999,T3L 2Y6,36 TUSCANY RAVINE PT NW,A1042321,5.0,3.0,1.0,2430.0,house
335000,T3G 4E1,225 Citadel LANE NW,A1042473,4.0,2.0,1.0,1385.0,townhouse
1230000,T3H 4H2,222 FORTRESS BAY SW,A1042340,6.0,3.0,1.0,3118.0,house
519000,T3M 2X1,12 CRANBROOK GREEN SE,A1042120,3.0,2.0,1.0,1987.0,house
499900,T3E 4N6,2 - 3406 RICHMOND RD SW,A1041890,3.0,3.0,1.0,1076.0,house
598800,T3E 2W8,2819 34 ST SW,A1038691,4.0,2.0,,1282.0,house
345000,T3R 0Z7,521 Nolanlake Villas NW,A1041366,3.0,2.0,1.0,1546.0,townhouse
345972,T3M 2S1,221 Auburn Meadows Drive SE,A1042418,3.0,2.0,1.0,1371.0,townhouse
599900,T3H 2W8,188 SIERRA MORENA CIR SW,A1041309,3.0,3.0,,1499.0,house
439000,T3H 3Z5,720 101 ST SW,A1042439,4.0,2.0,1.0,1226.0,house
295000,T2G 5T2,516 - 630 8 AVE SE,A1041652,2.0,1.0,,791.0,condo
759900,T3K 0W9,331 PANATELLA GROVE NW,A1042451,4.0,3.0,1.0,2822.0,house
497000,T3C 3X7,802 - 99 SPRUCE PL SW,A1042452,2.0,2.0,,1602.0,condo
324800,T1Y 5J5,59 WHITERAM GATE NE,A1042091,6.0,2.0,1.0,1188.0,house
249900,T3C 2Z1,2101 - 24 HEMLOCK CRES SW,A1038232,2.0,2.0,,1035.0,condo
279900,T3J 1A7,12 FALCONRIDGE CLOSE NE,A1041187,4.0,1.0,,984.0,house
549900,T2T 4S3,1808 23 Avenue SW,A1042260,3.0,3.0,1.0,1270.0,townhouse
215000,T3H 5X5,412 - 30 DISCOVERY RIDGE CLOSE SW,A1042450,1.0,1.0,,797.0,condo
299000,T3C 0P3,306 - 1240 12 AVE SW,A1038432,2.0,1.0,,848.0,condo
214900,T2Y 4J3,219 - 4000 SOMERVALE CRT SW,A1042423,2.0,2.0,,960.0,condo
249900,T3C 2Y8,302 - 324 CEDAR CRES SW,A1040959,2.0,1.0,,789.0,condo
364900,T3J 0E7,966 TARADALE DR NE,A1042099,3.0,1.0,,1253.0,house
299000,T3K 5K8,123 - 728 COUNTRY HILLS RD NW,A1040222,2.0,2.0,,1156.0,condo
1999000,T2V 4R8,102 MALIBOU RD SW,A1038663,6.0,4.0,2.0,3514.0,house
374900,T3G 1P9,906 RANCHVIEW CRES NW,A1042051,3.0,1.0,1.0,1231.0,house
578888,T2K 0C9,940 39 AVE NW,A1040775,5.0,2.0,,1053.0,house
449000,T3B 2H5,6304 BOWVIEW RD NW,A1038696,,,,1344.0,house
599900,T2V 0Y1,1020 96 AVE SW,A1042273,4.0,3.0,,1040.0,house
344500,T2X 0Y6,54 Legacy Boulevard SE,A1042192,4.0,3.0,1.0,1180.0,townhouse
859000,T3E 7L5,119 Victoria Cross Boulevard SW,A1040846,3.0,4.0,1.0,2297.0,townhouse
239900,T2C 2C6,17N - 203 LYNNVIEW RD SE,A1041698,2.0,1.0,2.0,1006.0,townhouse
459000,T3M 1E7,216 CRANSTON DR SE,A1042276,4.0,3.0,1.0,1791.0,house
299900,T3H 0K1,1215 - 211 ASPEN STONE BLVD SW,A1041836,2.0,2.0,1.0,1235.0,condo
949900,T2W 5R2,420 WOODHAVEN BAY SW,A1037960,4.0,3.0,1.0,3468.0,house
429000,T2G 5K4,11 Inglewood Cove SE,A1041952,3.0,2.0,1.0,1414.0,townhouse
389900,T3M 0Z3,24 AUBURN CREST PK SE,A1042227,2.0,2.0,1.0,1286.0,house
599900,T2M 3T7,2529 18 ST NW,A1042119,3.0,2.0,1.0,1669.0,house
395000,T3N 0S2,94 CITYSCAPE TERR NE,A1041726,3.0,2.0,1.0,1429.0,house
189000,T2E 6M1,309 - 4455 A GREENVIEW DR NE,A1042239,2.0,1.0,,907.0,condo
504900,T2W 5X3,44 WOODSTOCK WAY SW,A1039834,5.0,2.0,1.0,2023.0,house
579800,T3E 3A8,2403 37 ST SW,A1042034,4.0,1.0,,1160.0,house
270000,T2T 1K1,101 - 1908 28 AVE SW,A1042254,2.0,1.0,,813.0,condo
149500,T2A 5G4,220 - 5404 10 AVE SE,A1041719,3.0,1.0,,927.0,townhouse
219000,T2R 0J6,102 - 1026 12 AVE SW,A1041937,1.0,1.0,,708.0,condo
414900,T3C 0N8,405 - 1920 11 AVE SW,A1041941,2.0,2.0,,860.0,condo
674900,T3C 1N6,1719 32 ST SW,A1042077,5.0,2.0,,983.0,house
548880,T2X 3A1,27 SUNRISE CRES SE,A1041630,3.0,3.0,1.0,2131.0,house
799900,T3B 0M1,6 CRESTRIDGE MEWS SW,A1042055,4.0,3.0,1.0,2631.0,house
309900,T2G 0S3,502 - 315 3 ST SE,A1042104,2.0,2.0,,751.0,condo
229900,T2M 4Z5,303 - 1740 9 ST NW,A1042127,2.0,1.0,,805.0,condo
924900,T2E 5N3,1420 RUSSELL RD NE,A1041701,4.0,3.0,1.0,1939.0,house
345000,T2Y 1A9,104 SHAWMEADOWS CRES SW,A1042070,4.0,2.0,,886.0,house
223000,T2R 0J5,508 - 1011 12 AVE SW,A1040147,2.0,1.0,,805.0,condo
319900,T2Y 4V2,6 EVERWILLOW CIR SW,A1042319,3.0,1.0,1.0,1090.0,house
549888,T2K 4K7,7407 HUNTERHAVEN PL NW,A1042224,5.0,3.0,,1645.0,house
489000,T3J 3S6,186 CORAL SPRINGS CLOSE NE,A1041733,3.0,2.0,1.0,1886.0,house
819900,T2V 3X7,510 OAKHILL PL SW,A1041816,4.0,3.0,,1442.0,house
154900,T2W 2E7,1 - 333 BRAXTON PL SW,A1041206,2.0,1.0,,546.0,house
349900,T3K 0E2,47 COVEHAVEN MEWS NE,A1042029,2.0,3.0,1.0,1244.0,house
629900,T3E 1A2,3523 35 AVE SW,A1041969,4.0,2.0,,1034.0,house
639900,T2T 6M1,142 YPRES GREEN SW,A1041994,3.0,2.0,1.0,1880.0,house
623800,T2V 1G5,8207 7 ST SW,A1041886,5.0,3.0,,1288.0,house
580000,T2J 2G2,639 WILLESDEN DR SE,A1041833,4.0,3.0,1.0,1830.0,house
1848750,T2S 0K8,7 26 AVE SW,A1041893,,,,,
1072500,T2S 0K8,6 26 AVE SW,A1041884,,,,,
997500,T2S 0K8,5 26 AVE SW,A1041882,,,,,
997500,T2S 0K8,4 26 AVE SW,A1041878,,,,,
997500,T2S 0K8,3 26 AVE SW,A1041866,,,,,
799900,T3E 5S3,5427 LAKEVIEW DR SW,A1041838,4.0,3.0,,1194.0,house
369900,T2P 3R8,1302A - 500 EAU CLAIRE AVE SW,A1041808,2.0,2.0,,1699.0,condo
159900,T2W 3N6,1104 - 2200 WOODVIEW DR SW,A1040918,2.0,1.0,,852.0,townhouse
349900,T2G 0X8,312 - 220 11 AVE SE,A1040497,1.0,1.0,1.0,757.0,condo
328900,O0O 0O0,240 Seton Passage SE,A1040117,3.0,2.0,1.0,1249.0,townhouse
343600,T2Z 1E2,231 Mckenzie Towne Square SE,A1040544,3.0,2.0,,1347.0,townhouse
239000,T3C 3N7,1107 - 1330 15 AVE SW,A1041690,2.0,1.0,,878.0,condo
439900,T3G 4J9,48 ARBOUR CREST RD NW,A1041782,3.0,2.0,1.0,1758.0,house
394500,T2X 3C9,20 LEGACY GLEN ROW SE,A1040684,3.0,2.0,1.0,1376.0,house
440000,T3J 5C5,37 SADDLEHORN CLOSE NE,A1041637,3.0,2.0,1.0,1668.0,house
389900,T1Y 3K1,2636 38 ST NE,A1041622,5.0,2.0,1.0,1216.0,house
388000,T3H 0H7,104 ASPEN HILLS Villas SW,A1041731,2.0,2.0,1.0,1155.0,townhouse
364900,T2K 3W5,6015 TROLLINGER ST NE,A1041654,4.0,2.0,1.0,1137.0,house
899900,T3B 4T7,10 - 1901 VARSITY ESTATES DR NW,A1041489,4.0,3.0,1.0,2373.0,townhouse
695000,T3E 1K8,2116 53 AVE SW,A1040529,5.0,3.0,1.0,1718.0,house
681000,T3E 2Z4,2216 36 ST SW,A1041219,3.0,3.0,1.0,1834.0,house
299900,T2P 0C3,2306 - 910 5 AVE SW,A1041582,1.0,1.0,,656.0,condo
989888,T2Z 2K2,270 DOUGLASBANK MEWS SE,A1040607,5.0,3.0,,1802.0,house
629900,T3G 3C3,137 HAWKVILLE CLOSE NW,A1041572,4.0,3.0,1.0,1962.0,house
228800,T3H 3L9,1106 - 1818 SIMCOE BLVD SW,A1040974,2.0,2.0,,975.0,condo
209900,T2Z 1J5,4411 - 279 COPPERPOND COMMON SE,A1041515,2.0,2.0,,802.0,condo
209900,T2R 1J7,307 - 735 12 AVE SW,A1041574,2.0,1.0,,894.0,condo
